store_id,product_id,risk_assessment_date,policy,policy_label,selected_model,forecast_demand,reference_daily_demand,current_simulated_inventory,inventory_coverage_days,lead_time_days,review_period_days,shelf_life_days,replenishment_quantity,simulated_stockout_quantity,stockout_risk,excess_inventory_indicator,excess_inventory_quantity,excess_inventory_risk,estimated_spoilage_exposure,potential_spoilage_risk,demand_spike_risk,forecast_uncertainty_risk,forecast_mae_ratio,holdout_stockout_row_rate,observed_stockout_frequency,replenishment_urgency,overall_risk_score,overall_risk_level,primary_reason,contributing_factors,forecast_uncertainty_method
5,41,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,1.215890884399414,0.760714,3.3,2.714059330768012,2,1,3,2.3,0.0,75.0,True,2.0841091156005858,50.0,0.9,75.0,75.0,100.0,1.201800465583801,0.14285714285714285,0.7142857142857143,75.0,75.0,Critical,Stockout risk,stockout|excess_inventory|potential_spoilage|demand_spike|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
3,90,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,1.1452168226242065,0.732143,1.9000000000000004,1.6590744760858875,2,1,3,0.0,0.0,100.0,True,0.7547831773757938,25.0,0.0,0.0,75.0,75.0,0.5313166392218206,0.14285714285714285,0.42857142857142855,100.0,67.5,Critical,Inventory coverage below assumed lead time,stockout|excess_inventory|demand_spike|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
22,287,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,0.570858895778656,0.514286,1.2000000000000002,2.1020956472320376,2,1,3,1.0,0.0,75.0,True,0.6291411042213442,50.0,1.2000000000000002,100.0,0.0,75.0,0.5149490066937039,0.14285714285714285,0.14285714285714285,75.0,67.5,High,Stockout risk,stockout|excess_inventory|potential_spoilage|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
42,284,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,0.4484102129936218,0.650714,0.4,0.8920403425460999,2,1,3,0.6,0.0,100.0,False,0.0,0.0,0.4,100.0,0.0,50.0,0.41018159826349765,0.14285714285714285,0.42857142857142855,100.0,67.5,Critical,Inventory coverage below assumed lead time,stockout|potential_spoilage|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
326,835,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,2.1932218074798584,1.796429,4.0,1.8238009426854263,2,1,3,5.0,0.0,100.0,True,1.8067781925201416,25.0,1.4000000000000001,75.0,0.0,50.0,0.25230960764436644,0.0,0.0,100.0,67.5,Critical,Inventory coverage below assumed lead time,stockout|excess_inventory|potential_spoilage|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
361,41,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,1.018766164779663,0.535714,0.0,0.0,2,1,3,2.2,0.3,100.0,False,0.0,0.0,0.0,0.0,75.0,100.0,1.8712447698299701,0.2857142857142857,0.7142857142857143,100.0,67.5,Critical,Current simulated stockout exposure,stockout|demand_spike|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
365,802,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,0.3696853518486023,0.785714,0.6,1.6230018230360361,2,1,3,1.5,0.0,100.0,True,0.23031464815139768,25.0,0.09999999999999998,50.0,0.0,75.0,0.6058525710270324,0.0,0.0,100.0,67.5,Critical,Inventory coverage below assumed lead time,stockout|excess_inventory|potential_spoilage|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
3,41,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,1.3532942533493042,0.432143,3.3,2.4384940613120474,2,1,3,3.5,0.0,75.0,True,1.9467057466506956,50.0,0.0,0.0,100.0,100.0,1.643532830315667,0.0,0.8571428571428571,75.0,66.25,High,Stockout risk,stockout|excess_inventory|demand_spike|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
3,129,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,1.4081075191497803,0.207143,0.8999999999999995,0.6391557375841742,2,1,3,3.9,0.0,100.0,False,0.0,0.0,0.0,0.0,100.0,75.0,0.7112305063799202,0.2857142857142857,0.7142857142857143,100.0,66.25,Critical,Inventory coverage below assumed lead time,stockout|demand_spike|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
9,115,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,0.6103676557540894,0.305,0.0,0.0,2,1,3,0.0,0.4,100.0,False,0.0,0.0,0.0,0.0,100.0,75.0,0.7932452027286803,0.5714285714285714,0.5714285714285714,100.0,66.25,Critical,Current simulated stockout exposure,stockout|demand_spike|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
20,41,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,1.4221439361572266,0.605714,0.3999999999999997,0.28126548222737513,2,1,3,4.0,0.0,100.0,False,0.0,0.0,0.0,0.0,100.0,75.0,0.5749562706266131,0.2857142857142857,0.7142857142857143,100.0,66.25,Critical,Inventory coverage below assumed lead time,stockout|demand_spike|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
21,41,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,0.9847443103790283,0.432143,1.9,1.9294348593582527,2,1,3,2.6,0.0,100.0,True,0.9152556896209716,25.0,0.0,0.0,100.0,50.0,0.4778200441332006,0.14285714285714285,0.5714285714285714,100.0,66.25,Critical,Inventory coverage below assumed lead time,stockout|excess_inventory|demand_spike|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
25,129,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,0.43157440423965454,0.207143,0.0,0.0,2,1,3,0.0,0.3,100.0,False,0.0,0.0,0.0,0.0,100.0,75.0,0.5370306080104383,0.8571428571428571,0.14285714285714285,100.0,66.25,Critical,Current simulated stockout exposure,stockout|demand_spike|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
163,751,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,0.6572437882423401,0.292857,0.0,0.0,2,1,3,0.0,1.2,100.0,False,0.0,0.0,0.0,0.0,100.0,75.0,0.6035539110501607,0.7142857142857143,0.0,100.0,66.25,Critical,Current simulated stockout exposure,stockout|demand_spike|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
9,351,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,0.8374515175819397,0.567857,2.6,3.104657338859745,2,1,3,1.6,0.0,75.0,True,1.7625484824180604,75.0,0.9999999999999999,75.0,50.0,75.0,0.5646463883550543,0.2857142857142857,0.42857142857142855,40.0,65.5,High,Stockout risk,stockout|excess_inventory|potential_spoilage|demand_spike|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
9,367,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,1.0229219198226929,0.425,2.5,2.443979302382468,2,1,3,0.0,0.0,100.0,True,1.4770780801773071,50.0,0.0,0.0,100.0,50.0,0.4997762152126857,0.7142857142857143,0.42857142857142855,75.0,65.0,High,Stockout risk,stockout|excess_inventory|demand_spike|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
64,129,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,0.920253574848175,0.617857,1.2,1.3039884144954046,2,1,3,0.0,0.0,100.0,True,0.2797464251518249,25.0,0.0,0.0,50.0,75.0,0.7281827485119855,0.14285714285714285,0.7142857142857143,100.0,65.0,Critical,Inventory coverage below assumed lead time,stockout|excess_inventory|demand_spike|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
102,389,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,0.617158055305481,0.485714,0.0,0.0,2,1,3,1.4,0.09999999999999998,100.0,False,0.0,0.0,0.0,0.0,50.0,100.0,1.657361102104187,0.14285714285714285,0.0,100.0,65.0,Critical,Current simulated stockout exposure,stockout|demand_spike|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
0,90,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,1.807741641998291,1.064286,2.5000000000000004,1.3829409811218831,2,1,3,1.9,0.0,100.0,True,0.6922583580017094,25.0,0.0,0.0,75.0,50.0,0.2580143128122602,0.14285714285714285,0.2857142857142857,100.0,63.75,Critical,Inventory coverage below assumed lead time,stockout|excess_inventory|demand_spike|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
3,223,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,0.7301682233810425,1.010714,1.9,2.6021400810926196,2,1,3,0.8,0.0,75.0,True,1.1698317766189574,50.0,1.4,100.0,0.0,50.0,0.44896432615461807,0.0,0.8571428571428571,75.0,63.75,High,Stockout risk,stockout|excess_inventory|potential_spoilage|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
5,71,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,1.0089616775512695,0.864286,2.9,2.87424197025822,2,1,3,2.9,0.0,75.0,True,1.8910383224487304,50.0,1.3,75.0,0.0,75.0,0.7678862754688707,0.14285714285714285,0.5714285714285714,75.0,63.75,High,Stockout risk,stockout|excess_inventory|potential_spoilage|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
9,41,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,1.6905162334442139,1.017857,0.7000000000000002,0.4140746986935691,2,1,3,1.6,0.0,100.0,False,0.0,0.0,0.0,0.0,75.0,75.0,0.6150108459519179,0.0,0.8571428571428571,100.0,63.75,Critical,Inventory coverage below assumed lead time,stockout|demand_spike|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
9,80,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,0.3688940405845642,0.58,0.78,2.1144283024035326,2,1,3,0.3,0.0,75.0,True,0.4111059594154358,50.0,0.27999999999999997,75.0,0.0,75.0,0.6490596793103948,0.0,0.0,75.0,63.75,High,Stockout risk,stockout|excess_inventory|potential_spoilage|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
21,496,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,0.8542718291282654,0.566429,1.4000000000000001,1.6388226232727567,2,1,3,3.0,0.0,100.0,True,0.5457281708717348,25.0,0.0,0.0,75.0,50.0,0.27696399939687627,0.14285714285714285,0.7142857142857143,100.0,63.75,Critical,Inventory coverage below assumed lead time,stockout|excess_inventory|demand_spike|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
42,45,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,0.9548187851905823,0.825,2.4,2.5135659637456325,2,1,3,0.6,0.0,75.0,True,1.4451812148094176,50.0,0.8999999999999999,75.0,0.0,75.0,0.627694182708615,0.14285714285714285,0.8571428571428571,75.0,63.75,High,Stockout risk,stockout|excess_inventory|potential_spoilage|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
42,309,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,1.842177391052246,1.767857,2.4000000000000012,1.30280613129723,2,1,3,4.4,0.0,100.0,True,0.5578226089477551,25.0,0.0,0.0,0.0,100.0,2.026112942048061,0.0,0.7142857142857143,100.0,63.75,Critical,Inventory coverage below assumed lead time,stockout|excess_inventory|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
46,807,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,0.5049509406089783,0.310714,0.0,0.0,2,1,3,0.0,0.2,100.0,False,0.0,0.0,0.0,0.0,75.0,75.0,0.6408393200562924,0.7142857142857143,0.2857142857142857,100.0,63.75,Critical,Current simulated stockout exposure,stockout|demand_spike|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
52,343,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,0.9312465190887451,0.592857,2.2,2.3624249378701263,2,1,3,1.1,0.0,75.0,True,1.268753480911255,50.0,0.5000000000000001,50.0,75.0,50.0,0.279985426245509,0.42857142857142855,0.42857142857142855,75.0,63.75,High,Stockout risk,stockout|excess_inventory|potential_spoilage|demand_spike|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
64,244,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,0.521135687828064,0.538571,0.8,1.5351088376506286,2,1,3,0.0,0.0,100.0,True,0.2788643121719361,25.0,0.0,0.0,0.0,100.0,1.2010781133876125,0.14285714285714285,0.14285714285714285,100.0,63.75,Critical,Inventory coverage below assumed lead time,stockout|excess_inventory|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
68,191,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,1.6128084659576416,1.842857,4.5,2.7901639252172594,2,1,3,0.0,0.0,75.0,True,2.8871915340423584,50.0,2.0,75.0,0.0,75.0,0.9941737179708953,0.0,0.7142857142857143,75.0,63.75,High,Stockout risk,stockout|excess_inventory|potential_spoilage|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
70,333,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,0.5560674667358398,0.303571,0.0,0.0,2,1,3,0.0,0.8,100.0,False,0.0,0.0,0.0,0.0,75.0,75.0,0.8614158431688945,0.5714285714285714,0.42857142857142855,100.0,63.75,Critical,Current simulated stockout exposure,stockout|demand_spike|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
252,835,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,1.4305626153945923,1.285714,4.2,2.9359078412946737,2,1,3,3.0,0.0,75.0,True,2.769437384605408,50.0,2.5,100.0,0.0,50.0,0.4059290765511869,0.14285714285714285,0.0,75.0,63.75,High,Stockout risk,stockout|excess_inventory|potential_spoilage|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
306,694,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,0.9586020708084106,0.635714,0.0,0.0,2,1,3,3.9,0.9000000000000001,100.0,False,0.0,0.0,0.0,0.0,75.0,75.0,0.5767538093808872,0.42857142857142855,0.42857142857142855,100.0,63.75,Critical,Current simulated stockout exposure,stockout|demand_spike|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
317,130,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,0.4553275406360626,0.374643,1.1,2.4158433255835403,2,1,3,0.8,0.0,75.0,True,0.6446724593639375,50.0,0.39999999999999997,75.0,0.0,75.0,0.6125993004867009,0.14285714285714285,0.14285714285714285,75.0,63.75,High,Stockout risk,stockout|excess_inventory|potential_spoilage|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
321,467,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,1.1908838748931885,0.715714,0.0,0.0,2,1,3,1.5,0.10000000000000009,100.0,False,0.0,0.0,0.0,0.0,75.0,75.0,0.6003052656139646,0.2857142857142857,0.2857142857142857,100.0,63.75,Critical,Current simulated stockout exposure,stockout|demand_spike|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
360,363,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,0.7067726254463196,0.425,0.0,0.0,2,1,3,0.0,0.9,100.0,False,0.0,0.0,0.0,0.0,75.0,75.0,0.6685540330025458,0.5714285714285714,0.7142857142857143,100.0,63.75,Critical,Current simulated stockout exposure,stockout|demand_spike|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
389,494,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,0.4029357135295868,0.42,1.0,2.4817854720305697,2,1,3,0.0,0.0,75.0,True,0.5970642864704132,50.0,0.3,75.0,0.0,75.0,0.5776713031988878,0.14285714285714285,0.42857142857142855,75.0,63.75,High,Stockout risk,stockout|excess_inventory|potential_spoilage|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
419,130,2024-07-02,ml_optimized,AI forecast + cost-aware replenishment,xgb_stockout_aware,0.3952813148498535,0.435357,0.7,1.7708906889916944,2,1,3,0.6,0.0,100.0,True,0.30471868515014644,25.0,0.0,0.0,0.0,100.0,1.7265623537823558,0.0,0.5714285714285714,100.0,63.75,Critical,Inventory coverage below assumed lead time,stockout|excess_inventory|forecast_uncertainty_proxy|replenishment_urgency,normalized holdout MAE proxy; no predictive interval
