policy,policy_label,records,keys,simulation_start,simulation_end,stockout_quantity,stockout_frequency,service_level_proxy,service_level_target,ending_inventory,average_ending_inventory,excess_inventory,estimated_spoilage,potential_spoilage,replenishment_quantity,order_count,holding_cost,stockout_lost_sales_cost,spoilage_cost,ordering_cost,total_inventory_related_cost,observed_stockout_frequency,realized_service_level_target_met,scenario_name,forecast_path_demand_quantity,forecast_path_stockout_quantity,forecast_path_service_level,realized_holdout_service_level,realized_holdout_is_censored_proxy,forecast_risk_multiplier,sensitivity_type,sensitivity_value
ml_optimized,AI forecast + cost-aware replenishment,6664,952,2024-06-26,2024-07-02,288.13229,0.07112845138055222,0.960264564763018,0.95,202379.764906,30.36911238085234,150036.01734132727,51749.696158,55524.766158,115061.3,5046,4047.5952981200003,432.198435,51749.696158,25230.0,81459.48989112,0.3445378151260504,True,risk_multiplier_10,427416.3850388909,18282.014626499156,0.9572266874494396,0.960264564763018,True,10.0,forecast_risk_multiplier,
ml_optimized,AI forecast + cost-aware replenishment,6664,952,2024-06-26,2024-07-02,109.905719,0.03466386554621849,0.9848432413475823,0.95,19196.608901,2.8806435925870346,12496.95342717523,1428.6181589999999,2052.893159,10632.099999999999,4968,383.93217802000004,164.85857850000002,1428.6181589999999,24840.0,26817.40891552,0.3445378151260504,True,lead_time_days_1,35618.03208657424,267.428185556276,0.9924917753764089,0.9848432413475823,True,1.0,lead_time_days,1.0
ml_optimized,AI forecast + cost-aware replenishment,6664,952,2024-06-26,2024-07-02,594.944431,0.14285714285714285,0.9179530489012404,0.95,15125.482188999998,2.269730220438175,9445.883147465109,1183.1305109999998,1406.139798,10809.7,4492,302.50964378000003,892.4166465000001,1183.1305109999998,22460.0,24838.05680128,0.3445378151260504,False,lead_time_days_2,42741.63850388909,2061.556081840403,0.9517670320090134,0.9179530489012404,True,1.0,lead_time_days,2.0
ml_optimized,AI forecast + cost-aware replenishment,6664,952,2024-06-26,2024-07-02,2042.222146,0.4134153661464586,0.7183634440211009,0.95,11103.915474,1.6662538226290515,6847.296425103442,717.716014,1290.036014,9218.400000000001,2729,222.07830948,3063.333219,717.716014,13645.0,17648.12754248,0.3445378151260504,False,lead_time_days_3,49865.244921203936,10192.280819897125,0.7956035143113653,0.7183634440211009,True,1.0,lead_time_days,3.0
ml_optimized,AI forecast + cost-aware replenishment,6664,952,2024-06-26,2024-07-02,3213.221146,0.5285114045618248,0.5568745844175116,0.95,9908.032474,1.4867995909363745,6630.994824457473,168.905014,852.915014,8500.8,2006,198.16064948000002,4819.831719,168.905014,10030.0,15216.897382480001,0.3445378151260504,False,lead_time_days_4,56988.85133851878,14651.98474329395,0.7428973492331005,0.5568745844175116,True,1.0,lead_time_days,4.0
ml_optimized,AI forecast + cost-aware replenishment,6664,952,2024-06-26,2024-07-02,594.744431,0.14300720288115246,0.9179806302842483,0.95,15131.582189,2.270645586584634,9451.32719005239,1184.1305109999998,1407.539798,10812.5,4487,151.31582189,892.1166465,1184.1305109999998,22435.0,24662.56297939,0.3445378151260504,False,holding_cost_per_unit_day_0.01,42741.63850388909,2061.171852681412,0.9517760215838739,0.9179806302842483,True,1.0,holding_cost_per_unit_day,0.01
ml_optimized,AI forecast + cost-aware replenishment,6664,952,2024-06-26,2024-07-02,594.944431,0.14285714285714285,0.9179530489012404,0.95,15125.482188999998,2.269730220438175,9445.883147465109,1183.1305109999998,1406.139798,10809.7,4492,302.50964378000003,892.4166465000001,1183.1305109999998,22460.0,24838.05680128,0.3445378151260504,False,holding_cost_per_unit_day_0.02,42741.63850388909,2061.556081840403,0.9517670320090134,0.9179530489012404,True,1.0,holding_cost_per_unit_day,0.02
ml_optimized,AI forecast + cost-aware replenishment,6664,952,2024-06-26,2024-07-02,598.030145,0.14285714285714285,0.9175275076028082,0.95,15107.239331,2.2669926967286917,9431.087881900094,1180.730511,1403.7397979999998,10797.699999999999,4496,604.28957324,897.0452175,1180.730511,22480.0,25162.065301739996,0.3445378151260504,False,holding_cost_per_unit_day_0.04,42741.63850388909,2087.065600689028,0.9511702013833858,0.9175275076028082,True,1.0,holding_cost_per_unit_day,0.04
ml_optimized,AI forecast + cost-aware replenishment,6664,952,2024-06-26,2024-07-02,967.620144,0.1947779111644658,0.8665584910115031,0.95,13818.5179,2.0736071278511408,8524.309690982089,1021.496224,1218.785511,9790.4,4068,276.370358,725.7151080000001,1021.496224,20340.0,22363.58169,0.3445378151260504,False,stockout_cost_per_unit_0.75,42741.63850388909,5394.488632186603,0.8737884456232122,0.8665584910115031,True,1.0,stockout_cost_per_unit,0.75
ml_optimized,AI forecast + cost-aware replenishment,6664,952,2024-06-26,2024-07-02,594.944431,0.14285714285714285,0.9179530489012404,0.95,15125.482188999998,2.269730220438175,9445.883147465109,1183.1305109999998,1406.139798,10809.7,4492,302.50964378000003,892.4166465000001,1183.1305109999998,22460.0,24838.05680128,0.3445378151260504,False,stockout_cost_per_unit_1.5,42741.63850388909,2061.556081840403,0.9517670320090134,0.9179530489012404,True,1.0,stockout_cost_per_unit,1.5
ml_optimized,AI forecast + cost-aware replenishment,6664,952,2024-06-26,2024-07-02,370.60443399999997,0.09318727490996398,0.9488910858073374,0.95,15755.859342,2.364324631152461,9859.592490369992,1256.0219419999999,1482.811229,11302.0,4901,315.11718684000004,1111.813302,1256.0219419999999,24505.0,27187.95243084,0.3445378151260504,False,stockout_cost_per_unit_3,42741.63850388909,370.43055679825045,0.9913332626037594,0.9488910858073374,True,1.0,stockout_cost_per_unit,3.0
ml_optimized,AI forecast + cost-aware replenishment,6664,952,2024-06-26,2024-07-02,370.804434,0.09303721488595439,0.9488635044243297,0.95,15749.659341999999,2.3633942590036012,9853.959166009145,1255.0219419999999,1481.611229,11299.2,4906,314.99318684,556.206651,1255.0219419999999,12265.0,14391.22177984,0.3445378151260504,False,ordering_cost_2.5,42741.63850388909,370.9225276730501,0.9913217522618067,0.9488635044243297,True,1.0,ordering_cost,2.5
ml_optimized,AI forecast + cost-aware replenishment,6664,952,2024-06-26,2024-07-02,594.944431,0.14285714285714285,0.9179530489012404,0.95,15125.482188999998,2.269730220438175,9445.883147465109,1183.1305109999998,1406.139798,10809.7,4492,302.50964378000003,892.4166465000001,1183.1305109999998,22460.0,24838.05680128,0.3445378151260504,False,ordering_cost_5,42741.63850388909,2061.556081840403,0.9517670320090134,0.9179530489012404,True,1.0,ordering_cost,5.0
ml_optimized,AI forecast + cost-aware replenishment,6664,952,2024-06-26,2024-07-02,967.93443,0.1952280912364946,0.8665151487988032,0.95,13829.360757999999,2.075234207382953,8534.473669842566,1023.5962239999999,1220.9855109999999,9798.0,4058,276.58721516,1451.901645,1023.5962239999999,40580.0,43332.085084160004,0.3445378151260504,False,ordering_cost_10,42741.63850388909,5388.250797965709,0.8739343884190254,0.8665151487988032,True,1.0,ordering_cost,10.0
ml_optimized,AI forecast + cost-aware replenishment,6664,952,2024-06-26,2024-07-02,1092.393719,0.23934573829531813,0.8493513522048833,0.95,9128.00046,1.3697479681872748,4409.112438242306,1467.537587,2104.297587,9245.599999999999,4240,182.5600092,1638.5905785,1467.537587,21200.0,24488.6881747,0.3445378151260504,False,shelf_life_days_2,35618.03208657424,3768.6461448897435,0.8941927466478339,0.8493513522048833,True,1.0,shelf_life_days,2.0
ml_optimized,AI forecast + cost-aware replenishment,6664,952,2024-06-26,2024-07-02,594.944431,0.14285714285714285,0.9179530489012404,0.95,15125.482188999998,2.269730220438175,9445.883147465109,1183.1305109999998,1406.139798,10809.7,4492,302.50964378000003,892.4166465000001,1183.1305109999998,22460.0,24838.05680128,0.3445378151260504,False,shelf_life_days_3,42741.63850388909,2061.556081840403,0.9517670320090134,0.9179530489012404,True,1.0,shelf_life_days,3.0
ml_optimized,AI forecast + cost-aware replenishment,6664,952,2024-06-26,2024-07-02,309.423719,0.08388355342136855,0.9573283294728591,0.95,28291.516528,4.245425649459784,22124.041367050035,31.562860999999998,1131.5187999999998,12633.1,4072,565.83033056,464.1355785,31.562860999999998,20360.0,21421.52877006,0.3445378151260504,True,shelf_life_days_5,56988.85133851878,792.7920306014892,0.986088646954959,0.9573283294728591,True,1.0,shelf_life_days,5.0
